idx,prompt,gold,generated_response,bleurt_score,hallucination_label,llm_hallucination_label
14,Answer the question concisely. Q: Of which African country is Niamey the capital? A:,"['Niger Republic', 'Nigerois', 'Republic Of Niger', 'Republic of Niger', 'The Republic of Niger', 'Nigerien', 'Niger (country)', 'République du Niger', 'Republique du Niger', 'ISO 3166-1:NE', 'Niger', 'NG-NI']",Niger,0.8728066086769104,0,0
15,Answer the question concisely. Q: Who was the director of the CIA from 1976-81? A:,"['George Bush', 'George bush', 'Goerge Bush', 'George W. Bush (disambiguation)', 'GeorgeBush', 'George Bushe', 'Georgebush', 'Georg bush', 'G Bush', 'George Bush, President', 'George Bush (disambiguation)', 'Bush, George', 'Geroge Bush']",William Casey,0.4918372631072998,1,1
16,Answer the question concisely. Q: Which musical featured the song The Street Where You Live? A:,"['My Fair Lady (2010 film)', 'Enry Iggins', ""Why Can't the English%3F"", 'My Fair Lady', 'My Fair Lady (upcoming film)', 'My Fair Lady (musical)', 'My fair lady', ""I'm an Ordinary Man"", 'My Fair Lady (2014 film)', 'My Fair Lady (2012 film)', 'My Fair Lady (2015 film)']",My Fair Lady,0.9800447821617126,0,0
17,"Answer the question concisely. Q: ""Who was the target of the failed """"Bomb Plot"""" of 1944?"" A:","['Hitlerian', 'Adolph Schicklgruber', 'HitlerAdolf', ""Hitler's medical health"", 'Adolf Hitle', 'Hitlar', 'Adolph Hiedler', 'Adolf Hiedler', 'Adolph Hittler', 'Day of Potsdam', 'Adolpf Hitler', 'Adolf Hister', 'Adolf Hitlier', ""Adolph Hitler's health"", ""Hitler's health"", 'Hitlers', 'Aldof Hilter', 'HITLER', 'Hitler, Adolph', 'History of Adolf Hitler', 'Hitler,Adolph', 'Adolph Hiter', 'Adolf Hittler', 'Herr Hitler', 'Hitler,Adolf', 'Adolf Schicklegruber', 'Adolf hitler', 'Adlof hitler', 'Adolph Schickelgruber', 'Hitler Adolf', 'Hitlers medical health', 'HitlerAdolph', 'Adolph Schicklegruber', 'Adolf Hiler', ""Adolf Hitler's medical condition"", 'Hittler', 'Adolf Schickelgruber', 'Adolf Hitler', ""Hitler's"", 'Hitler, adolf', 'Nazi leader', 'Hitler, Adolf', 'Herr Wolf', ""Adolph Hitler's medical health"", 'Adolph Hitler', ""Adolf Hitler's health"", 'Adolf Schicklgruber', 'AdolphHitler', 'Adolf Hilter', 'Health of Adolf Hitler', ""Adolf Hitler's medical health"", 'Hitler Adolph', 'AdolfHitler', 'Adolf HItler', 'Hitlet', 'Hitler adolf', 'Adoff Hitler', 'Adolfus Hitler', 'Hitler', 'Adolph hitler']","""The target of the failed """"Bomb Plot"""" of 1944 was Winston Churchill",0.16303592920303345,1,1
18,Answer the question concisely. Q: Who had an 80s No 1 hit with Hold On To The Nights? A:,"['Richard Noel Marx', 'Richard Marx']",Richard Marx.,0.8777766823768616,0,0
19,Answer the question concisely. Q: Who directed the classic 30s western Stagecoach? A:,"['John Ford (1895-1973)', ""Sean O'Feeney"", 'John Ford (film director)', 'Ford, John (1895-1973)', 'Argosy Pictures', 'John Ford statue', ""John Martin O'Feeney"", 'John Ford (director)', 'Cavalry trilogy', ""John O'Feeney"", ""Sean Aloysius O'Feeney"", 'Ford, John', 'John Ford']",John Ford.,0.8911198377609253,0,0
20,Answer the question concisely. Q: Dave Gilmore and Roger Waters were in which rock group? A:,"['Grey Floyd', 'Pink Floyd trivia', 'The Screaming Ab Dabs', 'Pink flowd', 'The Meggadeaths', 'The Architectural Abdabs', 'PINK FLOYD', 'Pink Flod', 'Pink Floyd', 'Pink Floyd Trivia', 'The Pink Floyd', 'Notable or frequent contributors to pink floyd', 'The Tea Set', 'Pinkfloyd', 'Pi5', 'Pink floid', 'Pink Floyd (band)', 'The T Set', 'Screaming abdabs', 'Notable or frequent contributors to Pink Floyd', 'The Megadeaths', 'Pik floyd', 'The Pink Floyd Sound', 'Pink floyd', 'The T-Set', 'The Screaming Abdabs', 'Clive Metcalfe', 'Meggadeaths']",Pink Floyd,0.8974519968032837,0,0
21,Answer the question concisely. Q: Which highway was Revisited in a classic 60s album by Bob Dylan? A:,"['61', 'sixty-one']",Highway 61 Revisited,0.28300046920776367,1,0
22,Answer the question concisely. Q: Which was the only eastern bloc country to participate in the 1984 LA Olympics? A:,"['ISO 3166-1:RO', 'Romanian state', 'ROMANIA', 'Roumania', 'Etymology of Romania', 'Romainia', 'Romînia', 'North Danubian region', 'Carpathian Danubian space', 'ROU', 'România', 'Romanian State', 'Roumanie', 'Country ROM', 'Rromania', 'Romania', 'Republic of Romania', 'RO (country)', 'Rumänien', 'Danubian-Carpathian Area', 'Rumania', 'Austro-Hungarian Empire (Romania)', 'Rumunia']",Romania,0.8362641930580139,0,0
23,Answer the question concisely. Q: Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name? A:,['Wild Palms'],Total Recall,0.15552280843257904,1,1
24,Answer the question concisely. Q: If I Were A Rich Man Was a big hit from which stage show? A:,"['Fiddler on a Roof', 'Fiddler on the roof', 'Sprintze', 'Fiddler On the Roof', '2 life', 'Fiddler On The Roof', 'The Fiddler on the Roof', 'Fiddler on the Roof', 'Fiddler on the reoof', 'Anatevka']",Fiddler on the Roof.,0.9184461832046509,0,0
25,Answer the question concisely. Q: Men Against the Sea and Pitcairn's Island were two sequels to what famous novel? A:,"['HMS Bounty mutineers', 'Mutiny on the Bounty', 'Mutiny on Bounty', 'Mutiny On The Bounty', 'Mutiny on the Bounty (history)', 'Mutiny on the bounty', 'Bounty (vessel)', 'Thomas Ledward']",Mutiny on the Bounty,0.9994559288024902,0,0
26,Answer the question concisely. Q: What was Truman Capote's last name before he was adopted by his stepfather? A:,"['Perſons', 'Person', 'Person (philosophical)', 'Personhood Theory', 'Persons', 'Perſon', 'A person', 'Personhood theory']",Truman Capote's last name before he was adopted by his stepfather was Persons,0.26413506269454956,1,0
27,"Answer the question concisely. Q: In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters? A:","['Boojum (disambiguation)', 'A boojum', 'Boojum']",A boojum,1.052933931350708,0,0
28,"Answer the question concisely. Q: In the Bible, who did the sun and moon stand still before? A:","['Joshua of ephraim', ""Y'hosheya"", 'Yehoshea', 'Yahushua', 'Yoshea', 'Yehoshua%60', 'Yūsha', 'Yhoshoa', 'Joshua bin Nun', 'Joshua Ben Nun', 'Yehosha', 'Jehoshua', 'Yahusha', 'Yhoshua', 'Joshua Bin-Nun', 'Yhoshua Ben Nun', 'Yoshia', 'Yehoshua Ben Nun', ""Y'hoshiya"", 'Yhoshea', ""Y'hoshea"", 'Yhosheya', 'Yoshoa', 'Joshua ben Nun', 'Josue', 'Yhoshia', ""Y'hoshua"", 'Yhosha', ""Yusha'"", 'Yhoshiya', ""Y'hoshia"", ""Joshua's Prayer"", 'Ieshua', ""Y'hoshoa"", 'Yoshua', ""Y'hosha"", 'Joshuah', 'يوشع', 'Joshua', 'Yehoshia', 'Jesus Navin', 'Joshua in Islam', ""Joshua's conquests"", 'Yosheya', 'Joshua son of Nun', 'Yehoshoa', 'Yehoshiya', 'Yĕhōshūa‘', 'Yehosheya', 'Yosha', 'Jehoshuah', 'יְהוֹשֻׁעַ']",Joshua 10:12-13,0.4924847483634949,1,1
29,Answer the question concisely. Q: What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise? A:,"['Dangerous Minds (film)', ""My Posse Don't Do Homework"", 'Dangerous Minds']",Dangerous Minds,0.9594833254814148,0,0
30,Answer the question concisely. Q: What was President Gerald Ford's middle name? A:,"['Rudolph (disambiguation)', 'Rudolph', 'Rudolf', 'Rodolph', 'Rodolphe']",Leslie,0.36996781826019287,1,1
31,Answer the question concisely. Q: Art Garfunkel trained for which profession although he didn't qualify? A:,"['Master Builder (occupation)', 'Master builder (occupation)', 'Registered Architect', 'Architects', 'Architecht', 'Architect', 'HOK Canada, Inc.', 'Stanford Downey Architects Inc.', 'Graziani + Corazza', 'Architechts', 'Clifford & Lawrie']",Actor,0.08555234968662262,1,1
32,Answer the question concisely. Q: Who was the last inmate of Spandau jail in Berlin? A:,"['Hess, Rudolf', 'Rudolf hess', 'Rudolf W. Hess', 'Rudolph Hess', 'Walther Richard Rudolf Hess', 'Rudolf Walter Richard Hess', 'Rudolf Hess', 'Rudolf Walter Richard Heß', 'Rudolph Heß', 'Rudolf Heß', 'Rudolf Hesse']",Rudolf Hess,0.9667657613754272,0,0
33,Answer the question concisely. Q: What was Eddie Murphy's first movie? A:,"['48 time', '48 Hours', 'forty-eight  time']",48 Hrs,0.748818039894104,0,0
34,Answer the question concisely. Q: In the 80s who wrote the novel Empire of The Sun? A:,"['JG Ballard', 'J.G. Ballard', 'James Graham Ballard', 'J. G. Ballard', 'J.G.Ballard', 'Jg ballard', ""A User's Guide to the Millenium"", 'J G Ballard', 'Ballardian', 'James G. Ballard']",J.G. Ballard.,0.9122825264930725,0,0
35,Answer the question concisely. Q: Kagoshima international airport is in which country? A:,"['日本國', 'State of Japan', 'Ja-pan', 'Nihon', 'Nippon', 'Japang', 'Modern–era Japan', 'Etymology of Japan', 'Japan (country)', 'Republic of Japan', 'Japanese financial sector', 'Nihon-koku', 'ISO 3166-1:JP', '日本', 'Japian', 'Japan', 'JapaN', 'The State of Japan', 'Riben', 'Nippon-koku', 'JPN', 'Jpan', 'Rìběn', '日本国', 'Japao', 'JAPAN', 'Japoa', '🗾']",Japan,0.8109288215637207,0,0
36,Answer the question concisely. Q: In which sport could the Pacers take on the Pistons? A:,"['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', 'A: Basketball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball']",Basketball,0.7666612863540649,0,0
37,Answer the question concisely. Q: Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song? A:,"['Stars on 45 (Single)', 'Stars On 45 Medley', 'Stars on 45 medley', 'Stars on 45 (song)', 'Stars on 45 Medley', ""Medley: Intro Venus / Sugar Sugar / No Reply / I'll Be Back / Drive My Car / Do You Want to Know a Secret / We Can Work It Out / I Should Have Known Better / Nowhere Man / You're Going to Lose That Girl / Stars on 45""]",The Power of Love by Huey Lewis and the News,0.15836843848228455,1,1
38,Answer the question concisely. Q: Where in Canada is the Lion's Gate bridge? A:,"['Vancouver, Canada', 'Vancouver (Canada)', 'Corpus Christi Elementary School (Canada)', 'UN/LOCODE:CAVAN', 'Vancouver, British Columbia, Canada', 'Vancouver, BC, Canada', 'Vancouver, British-Columbia', 'Vancouver, B.C., Canada', 'Vancouver', 'Vancouver, British Colombia', 'Vancover, British Columbia', 'Vansterdam', 'Vancouver (BC)', 'Hastings East (Vancouver)', 'Vancouver British Columbia', 'Vancouver Canada', 'City of Vancouver', 'Vancouver, BC', 'Vancouver (B.C.)', 'Vancouver City Centre, British Columbia', 'Vancouver, B.C.', 'South Vancouver, British Columbia', 'Vancouverite', 'Vancouver, British Columbia', 'Vancouver Christian School', 'Vancouvr', 'Hong kouver', 'Vancouverites', 'Hongcouver', 'Vancouver, bc', 'Corpus Christi Elementary', 'Hong couver', 'Greater Vancouver Bridges', 'Vancover', 'Vanocuver', 'Vancouver BC']","Vancouver, British Columbia",0.9842113256454468,0,0
39,Answer the question concisely. Q: What was Walter Matthau's first movie? A:,['The Kentuckian'],The Tall Target (1951,0.15930140018463135,1,1
40,Answer the question concisely. Q: Otis Barton was a pioneer in exploring where? A:,"['Underwater', 'Under water', 'Underwater life', 'Undersea']",Antarctica.,0.3321078419685364,1,1
41,Answer the question concisely. Q: Where in England was actor Nigel Hawthorne born? A:,"['Cofantre', 'Coventry (city)', 'Coventry, Warwickshire', 'Coventry', 'Coventry, UK', 'Coventry, England', 'City of Coventry', 'COVENTRY', 'County Borough of Coventry', 'Coventry (borough)', 'Coventry City council', 'Coventry, United Kingdom', 'Metropolitan Borough of Coventry']",Stratford-upon-Avon,0.5478629469871521,0,1
42,"Answer the question concisely. Q: What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon? A:","['A manticore', 'The Manticore']",A centaur,0.33958786725997925,1,1
43,"Answer the question concisely. Q: In Greek mythology, who were Arges, Brontes and Steropes? A:","['Cyclopes (disambiguation)', 'Cyclopes']",The three Cyclopes,0.5215095281600952,0,0
44,Answer the question concisely. Q: Which musician founded the Red Hot Peppers? A:,"['Ferdinand Joseph La Menthe', 'Louise Monette', 'Ferdinand Morton', 'Ferdinand %22Jelly Roll%22 Morton', 'F.P. Lamothe', 'Ferdinand Lamothe', 'Jellyroll Morton', 'Ferdinand Joseph Morton', 'Joseph Ferdinand Morton', 'Ferdinand Joseph Lamothe', 'Jelly-Roll Morton', 'Jelly Roll Morton']",Charlie Parker,0.22463108599185944,1,1
45,Answer the question concisely. Q: Where did the Shinning Path terrorists operate? A:,"['Lower Peru', 'Name of Peru', 'Republic of Peru', 'Etymology of Peru', 'ISO 3166-1:PE', 'Piruw', 'Peruano', 'República del Perú', 'El Perú', 'Republic of Perú', 'Peruvian Republic', 'Peru', 'Peruvian', 'Péru', 'Piruw Ripuwlika', 'El Peru', 'Perú', 'Perù', 'Piruw Suyu', 'Pérou', 'Peruvia']",Peru.,0.7839244604110718,0,0
46,Answer the question concisely. Q: How old was Jimi Hendrix when he died? A:,"['27', 'twenty-seven']",27,0.7313421964645386,0,0
47,Answer the question concisely. Q: Which Brit broke the land speed record in 1990 in Thrust 2? A:,['Richard Noble'],Richard Noble,0.9661580920219421,0,0
48,Answer the question concisely. Q: In which state was Gene Vincent born? A:,"['US-VA', 'State of Virginia', 'Virginia, USA', 'Tenth State', 'Religion in Virginia', 'Virginia (USA state)', 'Virginia (state)', 'Commonwealth of VA', 'Rest of Virginia', 'Virginia', 'Mother of Presidents', 'Virginia (USA State)', 'The Old Dominion', 'VA (state)', 'Commonwealth of Virginia', 'Virginian Commonwealth', 'The Mother of Presidents', 'Virginia, United States', 'Council of Virginia', 'Sports in Virginia', 'Viginia', 'Virginia (U.S. state)', '10th State', 'Virgina', 'The Commonwealth of Virginia', 'VA, USA', 'Virginia (State)']",Virginia,0.8329563140869141,0,0
49,Answer the question concisely. Q: How was the European Recovery Program in the 1940s more commonly known? A:,"['European Recovery Programme', 'The marshal plan', 'Marshall Aid', 'European Recovery Program', 'Marshall Paln', 'The Marshall Plan', 'European recovery act', 'Marshall aid', 'Marshall Plan', 'Marshal plan', 'Organization for European Economic Recovery', 'Ministère de la Reconstruction', 'Marshall aid plan', 'Economic Cooperation Act of 1948', 'Marshall plan', 'Operation Rathole']",The Marshall Plan,0.9845094084739685,0,0
50,Answer the question concisely. Q: Brandon Lee died during the making of which movie? A:,"['The Crow: Dead Time', 'The Crow (2016 film)', 'The Crow']",The Crow,0.9643370509147644,0,0
51,Answer the question concisely. Q: Who had a 70s No 1 hit with Let's Do It Again? A:,"['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples']",The Staple Singers,0.945463240146637,0,0
52,Answer the question concisely. Q: Who had a Too Legit To Quit Tour? A:,"['M. C. Hammer', 'Hammer (rapper)', 'Family Affair(MC Hammer album)', 'Mc Hammer', 'Too Tight(MC Hammer album)', 'Stanley Burrell', 'Stanley Kirk Burrell', 'M c hammer', 'Mchammer', ""You Shouldn't Touch This"", 'Mc hammer', 'M.C. Hammer', 'Family Affair (MC Hammer album)', 'McHammer', 'MC Hammer', 'Stanley K. Burrell', 'Wiredoo', 'WireDoo', 'The hammer crew', 'Too Tight (MC Hammer album)']",MC Hammer,0.9406406879425049,0,0
53,"Answer the question concisely. Q: ""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?"" A:",['Triumph and Disaster'],"""The two imposters were the sun and the moon",0.17840535938739777,1,1
54,Answer the question concisely. Q: Who is the most successful UK solo artist in the USA? A:,"['Sir Elton', 'Rockaday Johnny', 'Elthon John', 'Eltonjohn', 'List of Elton John awards', 'John, Elton', 'Reggie Dwight', 'Lord Choc Ice', 'Redget Buntovan', ""Elton John's discography"", 'Elton john discography', 'Reginald K. Dwight', 'Elton John', 'Mrs. Elton John', 'Lady Choc Ice', 'Reg Kenneth Dwight', 'Renate Blauel', 'Reginald Kenneth Dwight', 'Ann Orson', 'Reg Dwight', 'Elton John Band', 'Reginald Dwight', 'Sir John Elton', 'Elton john', 'Elton John Discography', 'Reginald Kenneth', 'Elton Hercules John', 'Sir Elton Hercules John CBE', 'Elton H. John', 'Nancy Treadlight', 'Reginald kenneth dwight', 'Reginald dwight', 'Sir Elton John', 'Kenneth Dwight']",Elton John,0.9784455299377441,0,0
55,Answer the question concisely. Q: Which country does the airline TAAG come from? A:,"['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO']",Angola.,0.7924367785453796,0,0
56,Answer the question concisely. Q: Which US No 1 single came from Diana Ross's platinum album Diana? A:,"['Upside Down (Diana Ross song)', 'Up side down', 'Upside Down', 'Upside Down (single)']",I'm Coming Out,0.23917147517204285,1,1
57,Answer the question concisely. Q: River Phoenix died during the making of which movie? A:,"['Dark Blood (film)', 'Dark Blood']",My Own Private Idaho,0.06465737521648407,1,1
58,Answer the question concisely. Q: Which artist David was born in Bradford UK? A:,"['Hockney', 'David Hockney']",David Hockney,0.9473560452461243,0,0
59,Answer the question concisely. Q: What is Mel Gibson's middle name? A:,"['St Colm', 'Saint Colm Cille', 'Calum Cille', 'Collumcille', 'Life of St. Columba', 'St Columcille', 'Columba, Saint', 'Columba', 'St Colmcille', 'Vita Sancti Columbae', 'Saint Columba', 'Vita Columbae', 'Colmcille', 'Colum Cille mac Fedelmtheo', 'Columbkille', 'St. Columcille', 'Columba of Iona', 'Colm Cille', 'Colmkill', 'Columb Cille', 'Colmekill', 'Saint Columb', 'Saint Columbkille', 'St Colum Cille', 'St. Columba', 'Scoto-Hibernian Monasteries', 'Saint Colmcille', 'Life of Columba', 'Columbcille', 'Saint Columcille', 'Colum Cille', 'Columcille', 'St Columba']",Mel Columcille Gibson,0.4338894486427307,1,1
60,Answer the question concisely. Q: Richard Daley was mayor of which city for 21 years? A:,"['Chi-Beria', 'Sayre language academy', 'Chicago', 'Chicago, Illinois', 'Hog Butcher for the World', 'Land of smelly onions', 'Ariel Community Academy', 'The weather in Chicago', 'Chicago, Illinois, U.S.A.', 'Chicago, Illionis', 'Near North Montessori', 'Religion in Chicago', 'Chicago Finance Committee', 'The Paris of America', 'The city of Chicago', 'City of Chicago', 'List of sister cities of Chicago', 'UN/LOCODE:USCHI', 'Chicago theatre scene', 'Chicago, WI', 'The City of Broad Shoulders', 'City of Broad Shoulders', 'Sister Cities of Chicago', 'Chicago il', 'Chicago, Illinois, USA', 'Performing arts in Chicago', 'Chicago Transportation Committee', 'Chicago, Wisconsin', 'City of chicago', 'Chicago theater scene', 'Chicago, Il', 'Chicago, IL.', 'Chicago, Ill.', 'City of Chicago, Illinois', 'Chi town', 'Chicago, United States', 'Chicago (Ill.)', 'Transport in Chicago', 'Chicago, Illinois, United States', 'Chicago (IL)', 'USCHI', 'Chichago', 'Chcago', 'Chicago, Illinois, U.S.', 'Sister Cities Chicago', 'Chicago, USA', 'Chi City', 'Chicago, IL', 'Chi-Town', 'Chicago theatre', 'Paris of America', 'Chicago, Illinois, US', 'Chicago Illinois', 'The city of Chicago, Illinois', 'Sister cities of Chicago']",Chicago,0.825363039970398,0,0
61,"Answer the question concisely. Q: ""In which movie did Garbo say, """"I want to be alone""""."" A:","['The grand hotel', 'Grand Hôtel', 'Grand hotel', 'The Grand Hotel', 'Grand Hotel', 'Grand Hotel (disambiguation)']","""In the movie Ninotchka",0.090713270008564,1,1
62,Answer the question concisely. Q: What is Osbert Lancaster best known for producing? A:,"['Cartoonish', 'Cartoons', 'American cartoon', 'Cartoon', 'Cartoonistic', 'Cartoonism']",Cartoons.,0.7894372940063477,0,0
63,Answer the question concisely. Q: Who was the defending champion when Martina Navratilova first won Wimbledon singles? A:,"['Virginia Wade', 'Sarah Virginia Wade']",Martina Navratilova,0.27770042419433594,1,1
64,Answer the question concisely. Q: Who was the first US-born winner of golf's British Open? A:,"['Walter Hagen', 'Hagen, Walter', 'Walter Charles Hagen']",Ben Hogan,0.2552020847797394,1,1
65,Answer the question concisely. Q: In which country is the Sky Train Rail bridge? A:,"['Canada', 'Canadá', 'The Dominion of Canada', 'Commonwealth of Canada', 'Dominion of canada', 'ISO 3166-1:CA', 'Etymology of Canada', 'CANADA', 'Canadiophile', ""Canada's"", 'ᑲᓇᑕ', 'Canada/References', ""America's top hat"", 'Canada.', 'Cnada', 'Čanada', 'Canadian Federation', 'Kenadian', 'Canadialand', 'Xanada', 'Dominion of Canada', 'Canadaa']",Thailand,0.2383715808391571,1,1
66,Answer the question concisely. Q: What was the Paramount Film Company originally called? A:,"['Raleigh Studios', 'Famous Players Film Company', 'The Famous Players', 'Celebrated Players Film Corporation']",The Famous Players Film Company,0.8087295293807983,0,0
67,Answer the question concisely. Q: Who was the first person after Scott to reach the South Pole overland? A:,"['Sir Edmund Hillary', 'Edmund Hilary', 'Sir Ed', 'Sir Edmund Hilary', 'Sir Edmund Percival Hillary', 'Edmond Hillary', 'Ed Hillary', 'Edmond hillary', 'Sir Edmund', 'Edmund Percival Hillary', 'Edmund Hillary']",Amundsen.,0.1284697949886322,1,1
68,Answer the question concisely. Q: Which journalist first told the world about the My Lai massacre? A:,"['Seymour Hersch', 'The Dark Side of Camelot', 'Seymour M. Hersh', 'Chain of Command: The Road from 9/11 to Abu Ghraib', 'Hersh, Seymour M.', 'Seymour Hersh', 'Sy Hersh', 'Chain of Command (book)', 'Seymour (Sy) Myron Hersh', 'Seymour Hirsch']",Seymour Hersh.,0.9149315357208252,0,0
