idx,prompt,gold,generated_response,bleurt_score,hallucination_label,llm_hallucination_label
17,"Answer the question concisely. Q: ""Who was the target of the failed """"Bomb Plot"""" of 1944?"" A:","['Hitlerian', 'Adolph Schicklgruber', 'HitlerAdolf', ""Hitler's medical health"", 'Adolf Hitle', 'Hitlar', 'Adolph Hiedler', 'Adolf Hiedler', 'Adolph Hittler', 'Day of Potsdam', 'Adolpf Hitler', 'Adolf Hister', 'Adolf Hitlier', ""Adolph Hitler's health"", ""Hitler's health"", 'Hitlers', 'Aldof Hilter', 'HITLER', 'Hitler, Adolph', 'History of Adolf Hitler', 'Hitler,Adolph', 'Adolph Hiter', 'Adolf Hittler', 'Herr Hitler', 'Hitler,Adolf', 'Adolf Schicklegruber', 'Adolf hitler', 'Adlof hitler', 'Adolph Schickelgruber', 'Hitler Adolf', 'Hitlers medical health', 'HitlerAdolph', 'Adolph Schicklegruber', 'Adolf Hiler', ""Adolf Hitler's medical condition"", 'Hittler', 'Adolf Schickelgruber', 'Adolf Hitler', ""Hitler's"", 'Hitler, adolf', 'Nazi leader', 'Hitler, Adolf', 'Herr Wolf', ""Adolph Hitler's medical health"", 'Adolph Hitler', ""Adolf Hitler's health"", 'Adolf Schicklgruber', 'AdolphHitler', 'Adolf Hilter', 'Health of Adolf Hitler', ""Adolf Hitler's medical health"", 'Hitler Adolph', 'AdolfHitler', 'Adolf HItler', 'Hitlet', 'Hitler adolf', 'Adoff Hitler', 'Adolfus Hitler', 'Hitler', 'Adolph hitler']"," ""The Nazis.""                                                            ",0.27477481961250305,1,1
18,Answer the question concisely. Q: Who had an 80s No 1 hit with Hold On To The Nights? A:,"['Richard Noel Marx', 'Richard Marx']", The Police,0.056581027805805206,1,1
19,Answer the question concisely. Q: Who directed the classic 30s western Stagecoach? A:,"['John Ford (1895-1973)', ""Sean O'Feeney"", 'John Ford (film director)', 'Ford, John (1895-1973)', 'Argosy Pictures', 'John Ford statue', ""John Martin O'Feeney"", 'John Ford (director)', 'Cavalry trilogy', ""John O'Feeney"", ""Sean Aloysius O'Feeney"", 'Ford, John', 'John Ford']", John Ford,0.8784863948822021,0,0
20,Answer the question concisely. Q: Dave Gilmore and Roger Waters were in which rock group? A:,"['Grey Floyd', 'Pink Floyd trivia', 'The Screaming Ab Dabs', 'Pink flowd', 'The Meggadeaths', 'The Architectural Abdabs', 'PINK FLOYD', 'Pink Flod', 'Pink Floyd', 'Pink Floyd Trivia', 'The Pink Floyd', 'Notable or frequent contributors to pink floyd', 'The Tea Set', 'Pinkfloyd', 'Pi5', 'Pink floid', 'Pink Floyd (band)', 'The T Set', 'Screaming abdabs', 'Notable or frequent contributors to Pink Floyd', 'The Megadeaths', 'Pik floyd', 'The Pink Floyd Sound', 'Pink floyd', 'The T-Set', 'The Screaming Abdabs', 'Clive Metcalfe', 'Meggadeaths']", Pink Floyd,0.8269628286361694,0,0
21,Answer the question concisely. Q: Which highway was Revisited in a classic 60s album by Bob Dylan? A:,"['61', 'sixty-one']", Highway 61 Revis,0.2217959761619568,1,0
22,Answer the question concisely. Q: Which was the only eastern bloc country to participate in the 1984 LA Olympics? A:,"['ISO 3166-1:RO', 'Romanian state', 'ROMANIA', 'Roumania', 'Etymology of Romania', 'Romainia', 'Romînia', 'North Danubian region', 'Carpathian Danubian space', 'ROU', 'România', 'Romanian State', 'Roumanie', 'Country ROM', 'Rromania', 'Romania', 'Republic of Romania', 'RO (country)', 'Rumänien', 'Danubian-Carpathian Area', 'Rumania', 'Austro-Hungarian Empire (Romania)', 'Rumunia']", Romania,0.7620241641998291,0,0
23,Answer the question concisely. Q: Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name? A:,['Wild Palms'], The X-Files,0.11667147278785706,1,1
24,Answer the question concisely. Q: If I Were A Rich Man Was a big hit from which stage show? A:,"['Fiddler on a Roof', 'Fiddler on the roof', 'Sprintze', 'Fiddler On the Roof', '2 life', 'Fiddler On The Roof', 'The Fiddler on the Roof', 'Fiddler on the Roof', 'Fiddler on the reoof', 'Anatevka']", The Lion King,0.2637926936149597,1,1
25,Answer the question concisely. Q: Men Against the Sea and Pitcairn's Island were two sequels to what famous novel? A:,"['HMS Bounty mutineers', 'Mutiny on the Bounty', 'Mutiny on Bounty', 'Mutiny On The Bounty', 'Mutiny on the Bounty (history)', 'Mutiny on the bounty', 'Bounty (vessel)', 'Thomas Ledward']", The Adventures of Huckleberry Finn,0.20651361346244812,1,1
26,Answer the question concisely. Q: What was Truman Capote's last name before he was adopted by his stepfather? A:,"['Perſons', 'Person', 'Person (philosophical)', 'Personhood Theory', 'Persons', 'Perſon', 'A person', 'Personhood theory']", Capote,0.039381593465805054,1,1
27,"Answer the question concisely. Q: In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters? A:","['Boojum (disambiguation)', 'A boojum', 'Boojum']", A rabbit,0.5184828639030457,0,1
28,"Answer the question concisely. Q: In the Bible, who did the sun and moon stand still before? A:","['Joshua of ephraim', ""Y'hosheya"", 'Yehoshea', 'Yahushua', 'Yoshea', 'Yehoshua%60', 'Yūsha', 'Yhoshoa', 'Joshua bin Nun', 'Joshua Ben Nun', 'Yehosha', 'Jehoshua', 'Yahusha', 'Yhoshua', 'Joshua Bin-Nun', 'Yhoshua Ben Nun', 'Yoshia', 'Yehoshua Ben Nun', ""Y'hoshiya"", 'Yhoshea', ""Y'hoshea"", 'Yhosheya', 'Yoshoa', 'Joshua ben Nun', 'Josue', 'Yhoshia', ""Y'hoshua"", 'Yhosha', ""Yusha'"", 'Yhoshiya', ""Y'hoshia"", ""Joshua's Prayer"", 'Ieshua', ""Y'hoshoa"", 'Yoshua', ""Y'hosha"", 'Joshuah', 'يوشع', 'Joshua', 'Yehoshia', 'Jesus Navin', 'Joshua in Islam', ""Joshua's conquests"", 'Yosheya', 'Joshua son of Nun', 'Yehoshoa', 'Yehoshiya', 'Yĕhōshūa‘', 'Yehosheya', 'Yosha', 'Jehoshuah', 'יְהוֹשֻׁעַ']", God,0.17829865217208862,1,1
29,Answer the question concisely. Q: What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise? A:,"['Dangerous Minds (film)', ""My Posse Don't Do Homework"", 'Dangerous Minds']", Dangerous Minds,0.9012517929077148,0,0
30,Answer the question concisely. Q: What was President Gerald Ford's middle name? A:,"['Rudolph (disambiguation)', 'Rudolph', 'Rudolf', 'Rodolph', 'Rodolphe']", Richard,0.18046733736991882,1,1
31,Answer the question concisely. Q: Art Garfunkel trained for which profession although he didn't qualify? A:,"['Master Builder (occupation)', 'Master builder (occupation)', 'Registered Architect', 'Architects', 'Architecht', 'Architect', 'HOK Canada, Inc.', 'Stanford Downey Architects Inc.', 'Graziani + Corazza', 'Architechts', 'Clifford & Lawrie']", He trained to be a lawyer,0.12174619734287262,1,1
32,Answer the question concisely. Q: Who was the last inmate of Spandau jail in Berlin? A:,"['Hess, Rudolf', 'Rudolf hess', 'Rudolf W. Hess', 'Rudolph Hess', 'Walther Richard Rudolf Hess', 'Rudolf Walter Richard Hess', 'Rudolf Hess', 'Rudolf Walter Richard Heß', 'Rudolph Heß', 'Rudolf Heß', 'Rudolf Hesse']", The Beatles,0.07338008284568787,1,1
33,Answer the question concisely. Q: What was Eddie Murphy's first movie? A:,"['48 time', '48 Hours', 'forty-eight  time']", Shrek,0.05871128290891647,1,1
34,Answer the question concisely. Q: In the 80s who wrote the novel Empire of The Sun? A:,"['JG Ballard', 'J.G. Ballard', 'James Graham Ballard', 'J. G. Ballard', 'J.G.Ballard', 'Jg ballard', ""A User's Guide to the Millenium"", 'J G Ballard', 'Ballardian', 'James G. Ballard']", J.G. Ballard,0.9035154581069946,0,0
35,Answer the question concisely. Q: Kagoshima international airport is in which country? A:,"['日本國', 'State of Japan', 'Ja-pan', 'Nihon', 'Nippon', 'Japang', 'Modern–era Japan', 'Etymology of Japan', 'Japan (country)', 'Republic of Japan', 'Japanese financial sector', 'Nihon-koku', 'ISO 3166-1:JP', '日本', 'Japian', 'Japan', 'JapaN', 'The State of Japan', 'Riben', 'Nippon-koku', 'JPN', 'Jpan', 'Rìběn', '日本国', 'Japao', 'JAPAN', 'Japoa', '🗾']", Japan,0.7419753670692444,0,0
36,Answer the question concisely. Q: In which sport could the Pacers take on the Pistons? A:,"['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', 'A: Basketball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball']", Basketball,0.7500452399253845,0,0
37,Answer the question concisely. Q: Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song? A:,"['Stars on 45 (Single)', 'Stars On 45 Medley', 'Stars on 45 medley', 'Stars on 45 (song)', 'Stars on 45 Medley', ""Medley: Intro Venus / Sugar Sugar / No Reply / I'll Be Back / Drive My Car / Do You Want to Know a Secret / We Can Work It Out / I Should Have Known Better / Nowhere Man / You're Going to Lose That Girl / Stars on 45""]"," The Beatles' ""I Want to Hold Your Hand",0.11675289273262024,1,1
38,Answer the question concisely. Q: Where in Canada is the Lion's Gate bridge? A:,"['Vancouver, Canada', 'Vancouver (Canada)', 'Corpus Christi Elementary School (Canada)', 'UN/LOCODE:CAVAN', 'Vancouver, British Columbia, Canada', 'Vancouver, BC, Canada', 'Vancouver, British-Columbia', 'Vancouver, B.C., Canada', 'Vancouver', 'Vancouver, British Colombia', 'Vancover, British Columbia', 'Vansterdam', 'Vancouver (BC)', 'Hastings East (Vancouver)', 'Vancouver British Columbia', 'Vancouver Canada', 'City of Vancouver', 'Vancouver, BC', 'Vancouver (B.C.)', 'Vancouver City Centre, British Columbia', 'Vancouver, B.C.', 'South Vancouver, British Columbia', 'Vancouverite', 'Vancouver, British Columbia', 'Vancouver Christian School', 'Vancouvr', 'Hong kouver', 'Vancouverites', 'Hongcouver', 'Vancouver, bc', 'Corpus Christi Elementary', 'Hong couver', 'Greater Vancouver Bridges', 'Vancover', 'Vanocuver', 'Vancouver BC']", Vancouver,0.7491419315338135,0,0
39,Answer the question concisely. Q: What was Walter Matthau's first movie? A:,['The Kentuckian'], The Odd Couple,0.3130050003528595,1,1
40,Answer the question concisely. Q: Otis Barton was a pioneer in exploring where? A:,"['Underwater', 'Under water', 'Underwater life', 'Undersea']", The Arctic,0.4659540057182312,1,1
41,Answer the question concisely. Q: Where in England was actor Nigel Hawthorne born? A:,"['Cofantre', 'Coventry (city)', 'Coventry, Warwickshire', 'Coventry', 'Coventry, UK', 'Coventry, England', 'City of Coventry', 'COVENTRY', 'County Borough of Coventry', 'Coventry (borough)', 'Coventry City council', 'Coventry, United Kingdom', 'Metropolitan Borough of Coventry']"," In the village of St. Mary's, near the town of Bury St. Edmunds",0.22714665532112122,1,1
42,"Answer the question concisely. Q: What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon? A:","['A manticore', 'The Manticore']", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,0.21439391374588013,1,1
43,"Answer the question concisely. Q: In Greek mythology, who were Arges, Brontes and Steropes? A:","['Cyclopes (disambiguation)', 'Cyclopes']", The three daughters of Zeus and Hera,0.1364452987909317,1,1
44,Answer the question concisely. Q: Which musician founded the Red Hot Peppers? A:,"['Ferdinand Joseph La Menthe', 'Louise Monette', 'Ferdinand Morton', 'Ferdinand %22Jelly Roll%22 Morton', 'F.P. Lamothe', 'Ferdinand Lamothe', 'Jellyroll Morton', 'Ferdinand Joseph Morton', 'Joseph Ferdinand Morton', 'Ferdinand Joseph Lamothe', 'Jelly-Roll Morton', 'Jelly Roll Morton']", Flea,0.08383333683013916,1,1
45,Answer the question concisely. Q: Where did the Shinning Path terrorists operate? A:,"['Lower Peru', 'Name of Peru', 'Republic of Peru', 'Etymology of Peru', 'ISO 3166-1:PE', 'Piruw', 'Peruano', 'República del Perú', 'El Perú', 'Republic of Perú', 'Peruvian Republic', 'Peru', 'Peruvian', 'Péru', 'Piruw Ripuwlika', 'El Peru', 'Perú', 'Perù', 'Piruw Suyu', 'Pérou', 'Peruvia']", In the United States,0.20696035027503967,1,1
46,Answer the question concisely. Q: How old was Jimi Hendrix when he died? A:,"['27', 'twenty-seven']", 27,0.6225849986076355,0,0
47,Answer the question concisely. Q: Which Brit broke the land speed record in 1990 in Thrust 2? A:,['Richard Noble'], Richard Noble,0.8855735063552856,0,0
48,Answer the question concisely. Q: In which state was Gene Vincent born? A:,"['US-VA', 'State of Virginia', 'Virginia, USA', 'Tenth State', 'Religion in Virginia', 'Virginia (USA state)', 'Virginia (state)', 'Commonwealth of VA', 'Rest of Virginia', 'Virginia', 'Mother of Presidents', 'Virginia (USA State)', 'The Old Dominion', 'VA (state)', 'Commonwealth of Virginia', 'Virginian Commonwealth', 'The Mother of Presidents', 'Virginia, United States', 'Council of Virginia', 'Sports in Virginia', 'Viginia', 'Virginia (U.S. state)', '10th State', 'Virgina', 'The Commonwealth of Virginia', 'VA, USA', 'Virginia (State)']", Pennsylvania,0.3882591724395752,1,1
49,Answer the question concisely. Q: How was the European Recovery Program in the 1940s more commonly known? A:,"['European Recovery Programme', 'The marshal plan', 'Marshall Aid', 'European Recovery Program', 'Marshall Paln', 'The Marshall Plan', 'European recovery act', 'Marshall aid', 'Marshall Plan', 'Marshal plan', 'Organization for European Economic Recovery', 'Ministère de la Reconstruction', 'Marshall aid plan', 'Economic Cooperation Act of 1948', 'Marshall plan', 'Operation Rathole']", The Marshall Plan,0.9341503381729126,0,0
50,Answer the question concisely. Q: Brandon Lee died during the making of which movie? A:,"['The Crow: Dead Time', 'The Crow (2016 film)', 'The Crow']", The Crow,0.8970506191253662,0,0
51,Answer the question concisely. Q: Who had a 70s No 1 hit with Let's Do It Again? A:,"['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples']", The Bee Gees,0.24667340517044067,1,1
52,Answer the question concisely. Q: Who had a Too Legit To Quit Tour? A:,"['M. C. Hammer', 'Hammer (rapper)', 'Family Affair(MC Hammer album)', 'Mc Hammer', 'Too Tight(MC Hammer album)', 'Stanley Burrell', 'Stanley Kirk Burrell', 'M c hammer', 'Mchammer', ""You Shouldn't Touch This"", 'Mc hammer', 'M.C. Hammer', 'Family Affair (MC Hammer album)', 'McHammer', 'MC Hammer', 'Stanley K. Burrell', 'Wiredoo', 'WireDoo', 'The hammer crew', 'Too Tight (MC Hammer album)']", The Undertaker,0.3634284734725952,1,1
53,"Answer the question concisely. Q: ""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?"" A:",['Triumph and Disaster']," ""The two imposters were the two imposters",0.20003753900527954,1,1
54,Answer the question concisely. Q: Who is the most successful UK solo artist in the USA? A:,"['Sir Elton', 'Rockaday Johnny', 'Elthon John', 'Eltonjohn', 'List of Elton John awards', 'John, Elton', 'Reggie Dwight', 'Lord Choc Ice', 'Redget Buntovan', ""Elton John's discography"", 'Elton john discography', 'Reginald K. Dwight', 'Elton John', 'Mrs. Elton John', 'Lady Choc Ice', 'Reg Kenneth Dwight', 'Renate Blauel', 'Reginald Kenneth Dwight', 'Ann Orson', 'Reg Dwight', 'Elton John Band', 'Reginald Dwight', 'Sir John Elton', 'Elton john', 'Elton John Discography', 'Reginald Kenneth', 'Elton Hercules John', 'Sir Elton Hercules John CBE', 'Elton H. John', 'Nancy Treadlight', 'Reginald kenneth dwight', 'Reginald dwight', 'Sir Elton John', 'Kenneth Dwight']", The Beatles,0.12066787481307983,1,1
55,Answer the question concisely. Q: Which country does the airline TAAG come from? A:,"['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO']", The United States of America,0.30741262435913086,1,1
56,Answer the question concisely. Q: Which US No 1 single came from Diana Ross's platinum album Diana? A:,"['Upside Down (Diana Ross song)', 'Up side down', 'Upside Down', 'Upside Down (single)']"," ""I'm Coming Out",0.202571839094162,1,1
57,Answer the question concisely. Q: River Phoenix died during the making of which movie? A:,"['Dark Blood (film)', 'Dark Blood']", The Last Temptation of Christ,0.19094261527061462,1,1
58,Answer the question concisely. Q: Which artist David was born in Bradford UK? A:,"['Hockney', 'David Hockney']", David Bowie,0.21811217069625854,1,1
59,Answer the question concisely. Q: What is Mel Gibson's middle name? A:,"['St Colm', 'Saint Colm Cille', 'Calum Cille', 'Collumcille', 'Life of St. Columba', 'St Columcille', 'Columba, Saint', 'Columba', 'St Colmcille', 'Vita Sancti Columbae', 'Saint Columba', 'Vita Columbae', 'Colmcille', 'Colum Cille mac Fedelmtheo', 'Columbkille', 'St. Columcille', 'Columba of Iona', 'Colm Cille', 'Colmkill', 'Columb Cille', 'Colmekill', 'Saint Columb', 'Saint Columbkille', 'St Colum Cille', 'St. Columba', 'Scoto-Hibernian Monasteries', 'Saint Colmcille', 'Life of Columba', 'Columbcille', 'Saint Columcille', 'Colum Cille', 'Columcille', 'St Columba']", William,0.06501755118370056,1,1
60,Answer the question concisely. Q: Richard Daley was mayor of which city for 21 years? A:,"['Chi-Beria', 'Sayre language academy', 'Chicago', 'Chicago, Illinois', 'Hog Butcher for the World', 'Land of smelly onions', 'Ariel Community Academy', 'The weather in Chicago', 'Chicago, Illinois, U.S.A.', 'Chicago, Illionis', 'Near North Montessori', 'Religion in Chicago', 'Chicago Finance Committee', 'The Paris of America', 'The city of Chicago', 'City of Chicago', 'List of sister cities of Chicago', 'UN/LOCODE:USCHI', 'Chicago theatre scene', 'Chicago, WI', 'The City of Broad Shoulders', 'City of Broad Shoulders', 'Sister Cities of Chicago', 'Chicago il', 'Chicago, Illinois, USA', 'Performing arts in Chicago', 'Chicago Transportation Committee', 'Chicago, Wisconsin', 'City of chicago', 'Chicago theater scene', 'Chicago, Il', 'Chicago, IL.', 'Chicago, Ill.', 'City of Chicago, Illinois', 'Chi town', 'Chicago, United States', 'Chicago (Ill.)', 'Transport in Chicago', 'Chicago, Illinois, United States', 'Chicago (IL)', 'USCHI', 'Chichago', 'Chcago', 'Chicago, Illinois, U.S.', 'Sister Cities Chicago', 'Chicago, USA', 'Chi City', 'Chicago, IL', 'Chi-Town', 'Chicago theatre', 'Paris of America', 'Chicago, Illinois, US', 'Chicago Illinois', 'The city of Chicago, Illinois', 'Sister cities of Chicago']", Chicago,0.7451189756393433,0,0
61,"Answer the question concisely. Q: ""In which movie did Garbo say, """"I want to be alone""""."" A:","['The grand hotel', 'Grand Hôtel', 'Grand hotel', 'The Grand Hotel', 'Grand Hotel', 'Grand Hotel (disambiguation)']"," ""The Lady Eve",0.11880243569612503,1,1
62,Answer the question concisely. Q: What is Osbert Lancaster best known for producing? A:,"['Cartoonish', 'Cartoons', 'American cartoon', 'Cartoon', 'Cartoonistic', 'Cartoonism']", The first film he produced was The Man Who Knew Too Much,0.1584528088569641,1,1
63,Answer the question concisely. Q: Who was the defending champion when Martina Navratilova first won Wimbledon singles? A:,"['Virginia Wade', 'Sarah Virginia Wade']", Steffi Graf,0.18051853775978088,1,1
64,Answer the question concisely. Q: Who was the first US-born winner of golf's British Open? A:,"['Walter Hagen', 'Hagen, Walter', 'Walter Charles Hagen']", Ben Hogan,0.19378912448883057,1,1
65,Answer the question concisely. Q: In which country is the Sky Train Rail bridge? A:,"['Canada', 'Canadá', 'The Dominion of Canada', 'Commonwealth of Canada', 'Dominion of canada', 'ISO 3166-1:CA', 'Etymology of Canada', 'CANADA', 'Canadiophile', ""Canada's"", 'ᑲᓇᑕ', 'Canada/References', ""America's top hat"", 'Canada.', 'Cnada', 'Čanada', 'Canadian Federation', 'Kenadian', 'Canadialand', 'Xanada', 'Dominion of Canada', 'Canadaa']", In which country is the Sky Train Rail bridge,0.15094977617263794,1,1
66,Answer the question concisely. Q: What was the Paramount Film Company originally called? A:,"['Raleigh Studios', 'Famous Players Film Company', 'The Famous Players', 'Celebrated Players Film Corporation']", Paramount Pictures,0.2887181341648102,1,1
67,Answer the question concisely. Q: Who was the first person after Scott to reach the South Pole overland? A:,"['Sir Edmund Hillary', 'Edmund Hilary', 'Sir Ed', 'Sir Edmund Hilary', 'Sir Edmund Percival Hillary', 'Edmond Hillary', 'Ed Hillary', 'Edmond hillary', 'Sir Edmund', 'Edmund Percival Hillary', 'Edmund Hillary']", Scott,0.09211131930351257,1,1
68,Answer the question concisely. Q: Which journalist first told the world about the My Lai massacre? A:,"['Seymour Hersch', 'The Dark Side of Camelot', 'Seymour M. Hersh', 'Chain of Command: The Road from 9/11 to Abu Ghraib', 'Hersh, Seymour M.', 'Seymour Hersh', 'Sy Hersh', 'Chain of Command (book)', 'Seymour (Sy) Myron Hersh', 'Seymour Hirsch']", Daniel Pearl,0.16367998719215393,1,1
